SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-22;27/5/2025;DS;7297;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;408502;408502;300;23595;78.65;23595;2;2;0;157.3;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-22;27/5/2025;DS;7296;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;393770;393770;300;23595;78.65;23595;5;5;0;393.25;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;DS;7291;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;90065;90065;300;23565;78.55;23565;44;44;0;3456.2;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29824;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;137346;137346;300;23565;78.55;23565;34;34;0;2670.7;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29822;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;235838;235838;300;23565;78.55;23565;29;29;0;2277.95;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29821;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;139665;139665;300;23565;78.55;23565;25;25;0;1963.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29820;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;65364;65364;300;23565;78.55;23565;9;9;0;706.95;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29819;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;251274;251274;300;23565;78.55;23565;5;5;0;392.75;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29817;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;277842;277842;300;23565;78.55;23565;10;10;0;785.5;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29816;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;224362;224362;300;23565;78.55;23565;14;14;0;1099.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29813;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;303841;303841;300;23565;78.55;23565;5;4.9;-0.1;384.895;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29812;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;407200;407200;300;23565;78.55;23565;14;14;0;1099.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;22/5/2025;AEC;29809;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;392307;392307;300;23565;78.55;23565;14;14;0;1099.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29799;REMODELACIONES;P-02;MITSUBISHI L200 (SUMINISTROS);HDV-0306;199031;199031;300;23565;78.55;23565;16;12.9;-3.1;1013.295;1    ;APROVADO;DIESEL ;VEHICULO MEDIANO ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;DS;7288;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;89418;89418;300;23565;78.55;23565;48;48;0;3770.4;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29781;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;136851;136851;300;23565;78.55;23565;32;32;0;2513.6;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29782;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;235316;235316;300;23565;78.55;23565;26;26;0;2042.3;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29780;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;138847;138847;300;23565;78.55;23565;21;21;0;1649.55;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29786;DESPACHOS;HDV-0608;ISUZU NPR (BLANCO);HDV-0608;217018;217018;300;23565;78.55;23565;18;18;0;1413.9;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;DS;7289;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;250592;250592;300;23565;78.55;23565;13;12.7;-0.3;997.585;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29783;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;277688;277688;300;23565;78.55;23565;3;3;0;235.65;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29779;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;223494;223494;300;23565;78.55;23565;6;6;0;471.3;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29791;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;303626;303626;300;23565;78.55;23565;9;7.3;-1.7;573.415;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-21;20/5/2025;AEC;29789;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;406717;406717;300;23565;78.55;23565;3;3;0;235.65;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29738;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;138028;138028;300;23409;78.03;23409;29;25;-4;1950.75;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;DS;7280;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;88413;88413;300;23409;78.03;23409;34;33.4;-0.6;2606.202;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29739;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;136136;136136;300;23409;78.03;23409;21;21;0;1638.63;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29740;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;234599;234599;300;23409;78.03;23409;15;15;0;1170.45;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29742;DESPACHOS;FVR;ISUZU FVR (NUEVO);HBB-4505;378525;378525;300;23409;78.03;23409;50;50;0;3901.5;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29751;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;85507;85507;300;23409;78.03;23409;6;6;0;468.18;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29746;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;65117;65117;300;23409;78.03;23409;10;9.8;-0.2;764.694;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29745;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;249911;249911;300;23409;78.03;23409;14;13;-1;1014.39;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29748;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;276998;276998;300;23409;78.03;23409;14;14;0;1092.42;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29737;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;302809;302809;300;23409;78.03;23409;11;11;0;858.33;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;DS;7281;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;405987;405987;300;23409;78.03;23409;14;12;-2;936.36;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;16/5/2025;AEC;29741;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;391749;391749;300;23409;78.03;23409;13;13;0;1014.39;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29715;DESPACHOS;JAK-3069;CAMION FVR NUEVO;JAK-3069;87909;87909;300;23409;78.03;23409;52;52;0;4057.56;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29713;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;135316;135316;300;23409;78.03;23409;22;22;0;1716.66;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29712;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;137542;137542;300;23409;78.03;23409;35;35;0;2731.05;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29711;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;234287;234287;300;23409;78.03;23409;14;14;0;1092.42;45751    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29709;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;64570;64570;300;23409;78.03;23409;6;6;0;468.18;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29708;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;249352;249352;300;23409;78.03;23409;13;13;0;1014.39;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29716;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;276172;276172;300;23409;78.03;23409;13;13;0;1014.39;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-20;14/5/2025;AEC;29706;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;222540;222540;300;23409;78.03;23409;12;12;0;936.36;45751    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;MAYO;2025
SEMANA-18;2/5/2025;AEC;29513;MANTENIMIENTO;5;GENERADOR AZUL;24100385;N/A;N/A;300;24114;80.38;24114;130;127;-3;10208.26;45751    ;APROVADO;DIESEL ;GENERADOR ;INVERSIONES S&S de R.L;JOSUE GARCIA;MAYO;2025
SEMANA-18;2/5/2025;AEC;29511;MANTENIMIENTO;3;GENERADOR AZUL;24010803;N/A;N/A;300;24114;80.38;24114;25;21;-4;1687.98;45751    ;APROVADO;DIESEL ;GENERADOR ;INVERSIONES S&S de R.L;JOSUE GARCIA;MAYO;2025
SEMANA-18;2/5/2025;AEC;29510;MANTENIMIENTO;4;GENERADOR AZUL;24010804;N/A;N/A;300;24114;80.38;24114;3;2.2;-0.8;176.836;45751    ;APROVADO;DIESEL ;GENERADOR ;INVERSIONES S&S de R.L;JOSUE GARCIA;MAYO;2025
SEMANA-18;2/5/2025;AEC;29509;MANTENIMIENTO;1;GENERADOR AMARILLO;GEH 220-2;N/A;N/A;300;24114;80.38;24114;70;69;-1;5546.22;45720    ;APROVADO;DIESEL ;GENERADOR ;INVERSIONES S&S de R.L;JOSUE GARCIA;MAYO;2025
SEMANA-49;30/11/2025;INVERSIONES S&S de R.L;9596;DESPACHOS;C-03;ISUZU FTR (VIEJO);TCH-0089;393677;393677;0;0;87.74;0;25;25;0;2193.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;NOVIEMBRE;2025
SEMANA-49;30/11/2025;INVERSIONES S&S de R.L;33684;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;286735;286735;0;0;87.74;0;9;9;0;789.66;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;NOVIEMBRE;2025
SEMANA-49;30/11/2025;INVERSIONES S&S de R.L;9593;DESPACHOS;8;TOYOTA HIACE ;HBT-4798;426202;426202;0;0;87.74;0;33;33;0;2895.42; 3/4;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;NOVIEMBRE;2025
SEMANA-49;30/11/2025;INVERSIONES S&S de R.L;33685;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;202321;202321;0;0;87.74;0;35;35;0;3070.9; 3/4;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;NOVIEMBRE;2025
